id,year,memnum,wrkslf,age,agekdbrn,degree,sex,class,polactions,racehisp
1658,2008,NA,Work For Someone Else,37,27,HS Diploma,Female,Working,NA,White
1659,2008,NA,Self Employed,75,23,HS Diploma,Female,Middle,NA,White
1660,2008,NA,Work For Someone Else,22,18,HS Diploma,Female,Working,NA,White
1661,2008,NA,Work For Someone Else,47,20,Less Than HS,Male,Working,NA,White
1662,2008,NA,Work For Someone Else,29,26,College Degree,Male,Working,NA,White
1663,2008,NA,Work For Someone Else,53,27,HS Diploma,Male,Working,NA,White
1664,2008,NA,Self Employed,43,28,HS Diploma,Female,Middle,NA,Hispanic
1665,2008,NA,Self Employed,54,20,HS Diploma,Female,Working,NA,White
1666,2008,NA,Work For Someone Else,64,17,HS Diploma,Female,Working,NA,White
1667,2008,NA,Work For Someone Else,60,17,Less Than HS,Female,Middle,NA,White
1668,2008,NA,Work For Someone Else,36,33,HS Diploma,Male,Lower,NA,Black
1669,2008,NA,Work For Someone Else,31,NA,HS Diploma,Male,Middle,NA,White
1670,2008,NA,Work For Someone Else,56,NA,Less Than HS,Male,Working,NA,White
1671,2008,NA,Self Employed,34,33,Grad/Prof Degree,Male,Middle,NA,White
1672,2008,NA,Work For Someone Else,47,36,HS Diploma,Female,Working,NA,White
1673,2008,NA,Work For Someone Else,38,21,HS Diploma,Female,Middle,NA,White
1674,2008,NA,Work For Someone Else,47,25,HS Diploma,Female,Middle,NA,Black
1675,2008,NA,Work For Someone Else,65,19,HS Diploma,Female,Working,NA,White
1676,2008,NA,NA,51,16,Less Than HS,Female,Lower,NA,White
1677,2008,NA,Work For Someone Else,66,25,Some College,Male,Middle,NA,White
1678,2008,NA,Self Employed,81,19,HS Diploma,Female,Middle,NA,White
1679,2008,NA,Work For Someone Else,63,21,HS Diploma,Female,Working,NA,White
1680,2008,NA,Self Employed,54,18,HS Diploma,Female,Working,NA,White
1681,2008,NA,Work For Someone Else,51,32,HS Diploma,Male,Working,NA,White
1682,2008,NA,Work For Someone Else,21,17,Less Than HS,Female,Working,NA,Black
1683,2008,NA,Work For Someone Else,21,NA,HS Diploma,Female,Working,NA,Black
1684,2008,NA,Work For Someone Else,31,17,Less Than HS,Male,Working,NA,White
1685,2008,NA,Work For Someone Else,52,NA,College Degree,Male,Middle,NA,White
1686,2008,NA,Work For Someone Else,19,NA,HS Diploma,Female,Working,NA,White
1687,2008,NA,Work For Someone Else,24,NA,HS Diploma,Male,Working,NA,Hispanic
1688,2008,NA,Work For Someone Else,74,17,Less Than HS,Male,Working,NA,White
1689,2008,NA,Work For Someone Else,51,18,HS Diploma,Female,Working,NA,White
1690,2008,NA,Self Employed,50,32,Some College,Female,Working,NA,White
1691,2008,NA,Work For Someone Else,35,21,HS Diploma,Male,Working,NA,White
1692,2008,NA,Work For Someone Else,67,25,Some College,Female,Working,NA,White
1693,2008,NA,Work For Someone Else,29,NA,HS Diploma,Male,Working,NA,White
1694,2008,NA,Work For Someone Else,52,16,HS Diploma,Female,Middle,NA,White
1695,2008,NA,Work For Someone Else,35,27,HS Diploma,Male,Working,NA,Black
1696,2008,NA,Work For Someone Else,87,25,Less Than HS,Female,Middle,NA,White
1697,2008,NA,Work For Someone Else,54,21,HS Diploma,Male,Working,NA,White
1698,2008,NA,Work For Someone Else,44,25,College Degree,Female,Middle,NA,White
1699,2008,NA,Work For Someone Else,55,20,Some College,Female,Working,NA,White
1700,2008,NA,Work For Someone Else,66,24,HS Diploma,Male,Working,NA,White
1701,2008,NA,Work For Someone Else,69,22,HS Diploma,Male,Middle,NA,White
1702,2008,NA,Work For Someone Else,56,17,Less Than HS,Female,Working,NA,White
1703,2008,NA,Work For Someone Else,49,NA,HS Diploma,Female,Working,NA,White
1704,2008,NA,Work For Someone Else,46,19,HS Diploma,Female,Working,NA,White
1705,2008,NA,Self Employed,50,29,College Degree,Male,Middle,NA,White
1706,2008,NA,Work For Someone Else,66,19,HS Diploma,Female,Working,NA,White
1707,2008,NA,Work For Someone Else,19,NA,HS Diploma,Male,Working,NA,White
1708,2008,NA,Self Employed,58,17,Less Than HS,Female,Working,NA,White
1709,2008,NA,Work For Someone Else,48,24,HS Diploma,Female,Working,NA,White
1710,2008,NA,Self Employed,71,20,Less Than HS,Male,Middle,NA,White
1711,2008,NA,Work For Someone Else,31,18,HS Diploma,Male,Lower,NA,White
1712,2008,NA,Work For Someone Else,66,24,HS Diploma,Female,Lower,NA,White
1713,2008,NA,Work For Someone Else,45,17,Some College,Female,Working,NA,White
1714,2008,NA,Work For Someone Else,69,24,HS Diploma,Female,Middle,NA,White
1715,2008,NA,Work For Someone Else,49,27,Some College,Female,Middle,NA,White
1716,2008,NA,Work For Someone Else,68,20,Some College,Male,Upper,NA,White
1717,2008,NA,Work For Someone Else,55,19,Less Than HS,Female,Working,NA,White
1718,2008,NA,Work For Someone Else,59,18,HS Diploma,Female,Middle,NA,White
1719,2008,NA,Work For Someone Else,36,21,HS Diploma,Female,Middle,NA,White
1720,2008,NA,Work For Someone Else,21,15,Less Than HS,Male,Working,NA,White
1721,2008,NA,Work For Someone Else,21,15,HS Diploma,Female,Working,NA,White
1722,2008,NA,Work For Someone Else,80,23,Less Than HS,Male,Working,NA,White
1723,2008,NA,Work For Someone Else,51,16,Less Than HS,Female,Lower,NA,White
1724,2008,NA,Work For Someone Else,66,21,HS Diploma,Male,Working,NA,White
1725,2008,NA,Work For Someone Else,62,15,Less Than HS,Female,Lower,NA,White
1726,2008,NA,Work For Someone Else,50,21,HS Diploma,Female,Working,NA,White
1727,2008,NA,Work For Someone Else,76,26,HS Diploma,Male,Working,NA,White
1728,2008,NA,Work For Someone Else,49,29,College Degree,Female,Working,NA,White
1729,2008,NA,Work For Someone Else,44,24,Some College,Male,Middle,NA,White
1730,2008,NA,Self Employed,37,27,College Degree,Female,Middle,NA,White
1731,2008,NA,Work For Someone Else,59,20,HS Diploma,Male,Working,NA,White
1732,2008,NA,Work For Someone Else,52,NA,College Degree,Female,Middle,NA,White
1733,2008,NA,Work For Someone Else,82,22,Less Than HS,Male,Middle,NA,White
1734,2008,NA,Work For Someone Else,67,22,Some College,Male,Working,NA,White
1735,2008,NA,Work For Someone Else,47,24,College Degree,Male,Middle,NA,White
1736,2008,NA,Work For Someone Else,44,26,Some College,Female,Working,NA,White
1737,2008,NA,Self Employed,56,34,HS Diploma,Male,Working,NA,White
1738,2008,NA,Work For Someone Else,41,30,Grad/Prof Degree,Male,Middle,NA,White
1739,2008,NA,Work For Someone Else,50,31,HS Diploma,Male,Middle,NA,White
1740,2008,NA,Work For Someone Else,81,25,HS Diploma,Male,Working,NA,White
1741,2008,NA,Work For Someone Else,68,22,Less Than HS,Male,Working,NA,White
1742,2008,NA,Work For Someone Else,44,23,Grad/Prof Degree,Male,Middle,NA,White
1743,2008,NA,Work For Someone Else,51,22,HS Diploma,Female,Upper,NA,White
1744,2008,NA,Work For Someone Else,36,27,College Degree,Male,Middle,NA,White
1745,2008,NA,Work For Someone Else,47,24,HS Diploma,Male,Working,NA,White
1746,2008,NA,Work For Someone Else,43,19,HS Diploma,Female,Working,NA,White
1747,2008,NA,Work For Someone Else,60,16,Less Than HS,Female,Working,NA,Black
1748,2008,NA,Self Employed,52,35,Less Than HS,Male,Working,NA,White
1749,2008,NA,Work For Someone Else,40,29,College Degree,Female,Middle,NA,White
1750,2008,NA,Work For Someone Else,70,19,HS Diploma,Female,Middle,NA,White
1751,2008,NA,Work For Someone Else,57,23,Some College,Female,Working,NA,White
1752,2008,NA,Work For Someone Else,41,27,College Degree,Female,Middle,NA,White
1753,2008,NA,Work For Someone Else,34,21,HS Diploma,Male,Working,NA,Black
1754,2008,NA,Self Employed,28,NA,College Degree,Male,Upper,NA,White
1755,2008,NA,Work For Someone Else,48,26,HS Diploma,Female,Working,NA,White
1756,2008,NA,Work For Someone Else,22,21,HS Diploma,Male,Working,NA,White
1757,2008,NA,Work For Someone Else,22,17,HS Diploma,Female,Working,NA,White
1758,2008,NA,Work For Someone Else,48,20,HS Diploma,Female,Working,NA,Black
1759,2008,NA,Work For Someone Else,67,23,HS Diploma,Male,Working,NA,White
1760,2008,NA,Work For Someone Else,55,22,HS Diploma,Female,Working,NA,White
1761,2008,NA,Work For Someone Else,37,23,HS Diploma,Female,Working,NA,Black
1762,2008,NA,Work For Someone Else,64,21,HS Diploma,Female,Middle,NA,Black
1763,2008,NA,Work For Someone Else,46,16,Less Than HS,Female,Lower,NA,Black
1764,2008,NA,Work For Someone Else,68,NA,HS Diploma,Male,Working,NA,Black
1765,2008,NA,Work For Someone Else,45,21,Less Than HS,Male,Working,NA,Black
1766,2008,NA,Work For Someone Else,70,19,HS Diploma,Female,Working,NA,White
1767,2008,NA,Work For Someone Else,30,NA,Less Than HS,Male,Middle,NA,Hispanic
1768,2008,NA,Work For Someone Else,55,24,HS Diploma,Male,Lower,NA,White
1769,2008,NA,Work For Someone Else,52,20,HS Diploma,Male,Middle,NA,White
1770,2008,NA,Work For Someone Else,34,24,HS Diploma,Female,Working,NA,White
1771,2008,NA,Work For Someone Else,65,26,Less Than HS,Male,Middle,NA,White
1772,2008,NA,Work For Someone Else,53,25,HS Diploma,Female,Working,NA,White
1773,2008,NA,Work For Someone Else,55,26,HS Diploma,Male,Working,NA,White
1774,2008,NA,Self Employed,63,20,Some College,Male,Working,NA,White
1775,2008,NA,Work For Someone Else,65,28,HS Diploma,Male,Working,NA,White
1776,2008,NA,Work For Someone Else,28,22,HS Diploma,Female,Middle,NA,White
1777,2008,NA,Work For Someone Else,36,22,HS Diploma,Male,Middle,NA,White
1778,2008,NA,Work For Someone Else,81,NA,Less Than HS,Female,Middle,NA,Black
1779,2008,NA,Work For Someone Else,28,NA,HS Diploma,Male,Working,NA,Black
1780,2008,NA,Work For Someone Else,57,18,HS Diploma,Male,Middle,NA,Black
1781,2008,NA,Work For Someone Else,53,19,HS Diploma,Female,Middle,NA,White
1782,2008,NA,Work For Someone Else,67,18,Less Than HS,Female,Working,NA,White
1783,2008,NA,Self Employed,66,20,Less Than HS,Female,Lower,NA,Black
1784,2008,NA,Work For Someone Else,29,27,HS Diploma,Female,Working,NA,Black
1785,2008,NA,NA,77,19,Less Than HS,Female,Lower,NA,White
1786,2008,NA,Work For Someone Else,57,NA,Grad/Prof Degree,Female,Middle,NA,White
1787,2008,NA,Work For Someone Else,19,NA,Less Than HS,Female,Working,NA,Black
1788,2008,NA,Work For Someone Else,57,NA,College Degree,Male,Middle,NA,White
1789,2008,NA,Work For Someone Else,67,20,HS Diploma,Male,Working,NA,Black
1790,2008,NA,Work For Someone Else,65,NA,Less Than HS,Male,Lower,NA,Black
1791,2008,NA,Work For Someone Else,58,20,HS Diploma,Female,Working,NA,Black
1792,2008,NA,Work For Someone Else,35,26,HS Diploma,Female,Working,NA,White
1793,2008,NA,Work For Someone Else,29,23,Less Than HS,Female,Working,NA,Black
1794,2008,NA,Work For Someone Else,24,17,Less Than HS,Female,Middle,NA,Black
1795,2008,NA,Work For Someone Else,30,25,HS Diploma,Male,Lower,NA,White
1796,2008,NA,Work For Someone Else,56,20,HS Diploma,Female,Middle,NA,White
1797,2008,NA,Work For Someone Else,32,19,Some College,Female,Middle,NA,Black
1798,2008,NA,Work For Someone Else,55,NA,Less Than HS,Male,Lower,NA,White
1799,2008,NA,Work For Someone Else,24,23,Less Than HS,Male,Working,NA,White
1800,2008,NA,Work For Someone Else,34,25,HS Diploma,Female,Working,NA,White
1801,2008,NA,Work For Someone Else,28,18,Less Than HS,Male,Working,NA,White
1802,2008,NA,Work For Someone Else,61,NA,HS Diploma,Male,Middle,NA,White
1803,2008,NA,Work For Someone Else,44,20,Less Than HS,Male,Working,NA,White
1804,2008,NA,Work For Someone Else,54,19,Less Than HS,Female,Lower,NA,White
1805,2008,NA,Self Employed,48,20,Less Than HS,Male,Working,NA,White
1806,2008,NA,Work For Someone Else,52,23,HS Diploma,Female,Working,NA,White
1807,2008,NA,Work For Someone Else,41,28,HS Diploma,Male,Middle,NA,White
1808,2008,NA,Work For Someone Else,37,22,HS Diploma,Female,Working,NA,White
1809,2008,NA,Work For Someone Else,20,NA,HS Diploma,Male,Working,NA,White
1810,2008,NA,Work For Someone Else,89,NA,College Degree,Female,Working,NA,Black
1811,2008,NA,Self Employed,61,36,HS Diploma,Male,Working,NA,White
1812,2008,NA,Work For Someone Else,67,19,HS Diploma,Female,Middle,NA,White
1813,2008,NA,NA,37,20,HS Diploma,Female,Working,NA,Hispanic
1814,2008,NA,Work For Someone Else,34,NA,HS Diploma,Male,Working,NA,White
1815,2008,NA,Work For Someone Else,63,19,Some College,Female,Working,NA,White
1816,2008,NA,Self Employed,35,NA,HS Diploma,Male,Working,NA,White
1817,2008,NA,Work For Someone Else,26,20,Less Than HS,Male,Lower,NA,Hispanic
1818,2008,NA,Work For Someone Else,37,NA,Less Than HS,Male,Working,NA,Hispanic
1819,2008,NA,Work For Someone Else,28,18,Less Than HS,Female,Working,NA,Hispanic
1820,2008,NA,Work For Someone Else,60,NA,HS Diploma,Male,Middle,NA,Black
1821,2008,NA,Work For Someone Else,45,NA,HS Diploma,Male,Working,NA,Black
1822,2008,NA,Work For Someone Else,63,NA,HS Diploma,Male,Working,NA,White
1823,2008,NA,Work For Someone Else,NA,18,College Degree,Female,Middle,NA,Black
1824,2008,NA,Work For Someone Else,32,18,Some College,Female,Working,NA,Black
1825,2008,NA,Work For Someone Else,61,20,Less Than HS,Male,Lower,NA,Black
1826,2008,NA,Work For Someone Else,53,18,Some College,Female,Working,NA,Black
1827,2008,NA,Work For Someone Else,41,21,Less Than HS,Male,Working,NA,White
1828,2008,NA,Self Employed,62,20,HS Diploma,Male,Middle,NA,White
1829,2008,NA,Work For Someone Else,35,28,HS Diploma,Female,Working,NA,White
1830,2008,NA,Work For Someone Else,35,24,HS Diploma,Female,Working,NA,Hispanic
1831,2008,NA,Work For Someone Else,41,17,Less Than HS,Female,Working,NA,White
1832,2008,NA,Self Employed,41,20,Some College,Female,Working,NA,White
1833,2008,NA,Self Employed,59,23,Less Than HS,Male,Working,NA,White
1834,2008,NA,Work For Someone Else,60,19,HS Diploma,Female,Working,NA,Black
1835,2008,NA,Work For Someone Else,81,19,Less Than HS,Female,Middle,NA,White
1836,2008,NA,Work For Someone Else,39,23,HS Diploma,Female,Working,NA,White
1837,2008,NA,Work For Someone Else,62,26,HS Diploma,Male,Working,NA,Black
1838,2008,NA,Work For Someone Else,47,20,HS Diploma,Female,Working,NA,Black
1839,2008,NA,Work For Someone Else,51,19,HS Diploma,Female,Working,NA,White
1840,2008,NA,Work For Someone Else,26,17,HS Diploma,Female,Middle,NA,White
1841,2008,NA,Work For Someone Else,72,NA,Less Than HS,Female,Working,NA,Black
1842,2008,NA,Work For Someone Else,57,18,HS Diploma,Male,Middle,NA,White
1843,2008,NA,Work For Someone Else,50,NA,HS Diploma,Male,Working,NA,White
1844,2008,NA,Work For Someone Else,55,21,HS Diploma,Male,Working,NA,White
1845,2008,NA,Work For Someone Else,53,22,Grad/Prof Degree,Female,Working,NA,White
1846,2008,NA,Work For Someone Else,20,17,HS Diploma,Female,Middle,NA,Other
1847,2008,NA,Work For Someone Else,27,18,HS Diploma,Male,Middle,NA,Hispanic
1848,2008,NA,Work For Someone Else,66,21,Some College,Male,Middle,NA,White
1849,2008,NA,Work For Someone Else,75,21,Some College,Female,Working,NA,White
1850,2008,NA,Work For Someone Else,37,NA,HS Diploma,Male,Middle,NA,White
1851,2008,NA,Work For Someone Else,65,NA,Grad/Prof Degree,Female,Middle,NA,White
1852,2008,NA,Work For Someone Else,26,25,HS Diploma,Male,NA,NA,White
1853,2008,NA,Work For Someone Else,53,23,HS Diploma,Female,Middle,NA,White
1854,2008,NA,Work For Someone Else,36,27,College Degree,Female,Working,NA,White
1855,2008,NA,Work For Someone Else,78,28,HS Diploma,Female,Middle,NA,White
1856,2008,NA,Work For Someone Else,57,26,College Degree,Male,Working,NA,White
1857,2008,NA,Work For Someone Else,28,26,College Degree,Male,Working,NA,Other
1858,2008,NA,Self Employed,44,34,Less Than HS,Male,Lower,NA,White
1859,2008,NA,Work For Someone Else,28,26,Some College,Male,Working,NA,White
1860,2008,NA,Work For Someone Else,36,NA,HS Diploma,Female,Working,NA,White
1861,2008,NA,Work For Someone Else,46,21,College Degree,Female,Middle,NA,White
1862,2008,NA,Work For Someone Else,41,18,HS Diploma,Male,Working,NA,White
1863,2008,NA,Work For Someone Else,58,19,HS Diploma,Male,Working,NA,White
1864,2008,NA,NA,34,18,HS Diploma,Female,Working,NA,White
1865,2008,NA,Work For Someone Else,19,NA,HS Diploma,Male,Working,NA,Black
1866,2008,NA,Work For Someone Else,32,22,HS Diploma,Female,Middle,NA,White
1867,2008,NA,Work For Someone Else,61,20,HS Diploma,Female,Working,NA,White
1868,2008,NA,Self Employed,54,NA,HS Diploma,Male,Working,NA,White
1869,2008,NA,Work For Someone Else,34,25,HS Diploma,Female,Working,NA,White
1870,2008,NA,Work For Someone Else,62,20,HS Diploma,Male,Working,NA,White
1871,2008,NA,Work For Someone Else,28,NA,Grad/Prof Degree,Female,Working,NA,White
1872,2008,NA,NA,82,16,Less Than HS,Female,Middle,NA,White
1873,2008,NA,Work For Someone Else,51,17,HS Diploma,Female,Middle,NA,White
1874,2008,NA,Work For Someone Else,71,22,College Degree,Female,Middle,NA,White
1875,2008,NA,Work For Someone Else,34,18,HS Diploma,Female,Working,NA,White
1876,2008,NA,Self Employed,65,25,HS Diploma,Male,Working,NA,White
1877,2008,NA,Self Employed,61,22,HS Diploma,Male,Middle,NA,White
1878,2008,NA,Work For Someone Else,76,23,HS Diploma,Male,Working,NA,White
1879,2008,NA,Self Employed,55,27,HS Diploma,Male,Working,NA,White
1880,2008,NA,Work For Someone Else,76,21,HS Diploma,Female,Working,NA,White
1881,2008,NA,Self Employed,NA,NA,College Degree,Female,Middle,NA,White
1882,2008,NA,Work For Someone Else,67,21,Some College,Male,Working,NA,White
1883,2008,NA,Work For Someone Else,41,24,HS Diploma,Male,Working,NA,White
1884,2008,NA,Work For Someone Else,49,22,HS Diploma,Male,Middle,NA,White
1885,2008,NA,Work For Someone Else,45,21,HS Diploma,Male,Working,NA,White
1886,2008,NA,Work For Someone Else,32,NA,Some College,Male,Working,NA,White
1887,2008,NA,Work For Someone Else,38,20,HS Diploma,Male,Working,NA,White
1888,2008,NA,Work For Someone Else,60,28,Less Than HS,Male,Middle,NA,White
1889,2008,NA,Work For Someone Else,50,21,Some College,Male,Middle,NA,White
1890,2008,NA,Work For Someone Else,65,30,HS Diploma,Male,Middle,NA,White
1891,2008,NA,Self Employed,44,NA,HS Diploma,Male,Working,NA,White
1892,2008,NA,Work For Someone Else,31,29,Less Than HS,Female,Working,NA,White
1893,2008,NA,Work For Someone Else,54,21,HS Diploma,Male,Lower,NA,White
1894,2008,NA,Work For Someone Else,46,31,Grad/Prof Degree,Female,Middle,NA,White
1895,2008,NA,Work For Someone Else,49,24,HS Diploma,Female,Middle,NA,Black
1896,2008,NA,Self Employed,52,22,Less Than HS,Female,Working,NA,Hispanic
1897,2008,NA,Work For Someone Else,50,34,Grad/Prof Degree,Female,Middle,NA,White
1898,2008,NA,Self Employed,32,21,HS Diploma,Female,Working,NA,White
1899,2008,NA,Work For Someone Else,64,NA,HS Diploma,Male,Working,NA,White
1900,2008,NA,Work For Someone Else,78,20,Grad/Prof Degree,Female,Middle,NA,White
1901,2008,NA,Self Employed,55,28,HS Diploma,Male,Working,NA,White
1902,2008,NA,Work For Someone Else,35,26,College Degree,Female,Middle,NA,White
1903,2008,NA,Work For Someone Else,27,NA,HS Diploma,Male,Middle,NA,White
1904,2008,NA,Work For Someone Else,50,19,HS Diploma,Female,Middle,NA,White
1905,2008,NA,Work For Someone Else,53,23,Less Than HS,Male,Working,NA,Hispanic
