"qkey","gender","use_facebook","use_twitter","news_social_media","age_cat","educ_cat","racethn","news_trust","ideology","misinformation"
"201801182559","Man",1,1,"Rarely","65+","HS Grad or Less","Black","Not too much","Liberal",1
"201801182598","Woman",1,0,"Rarely","30-49","College Grad+","White","Not too much","Very Conservative",2
"201801182616","Man",0,0,"Never","18-29","College Grad+","Hispanic","Not too much","Moderate",2
"201801182677","Woman",1,1,"Often","30-49","College Grad+","Asian","Some","Liberal",1
"201801182742","Woman",1,0,"Never","30-49","College Grad+","White","Not at all","Very Liberal",1
"201801182749","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201801182799","Man",1,0,"Sometimes","50-64","Some College","White","Not too much","Liberal",2
"201801182952","Man",1,1,"Often","18-29","College Grad+","Asian","A lot","Very Liberal",2
"201801183094","Woman",0,1,"Rarely","65+","Some College","White","Not too much","Moderate",2
"201801183163","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Very Conservative",2
"201801183485","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Very Liberal",2
"201801183624","Other",1,0,"Often","18-29","Some College","White","Not too much","Moderate",1
"201801183671","Man",1,1,"Rarely","30-49","Some College","White","Not at all","Liberal",1
"201801183718","Man",1,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"201801183785","Man",0,1,"Often","30-49","Some College","White","Not at all","Liberal",1
"201801183819","Man",0,0,"Never","50-64","Some College","White","Not too much","Moderate",1
"201801183854","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",2
"201801183856","Woman",1,0,"Sometimes","65+","HS Grad or Less","White","Some","Very Conservative",1
"201801183916","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Liberal",2
"201801183924","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Moderate",1
"201801183937","Man",1,0,"Rarely","65+","College Grad+","White","Not at all","Conservative",2
"201801184027","Woman",1,0,"Sometimes","65+","HS Grad or Less","White","Some","Liberal",1
"201801184222","Woman",1,0,"Often","30-49","HS Grad or Less","Asian","Not too much","Moderate",1
"201801184346","Woman",1,1,"Sometimes","50-64","HS Grad or Less","Hispanic","Some","Very Conservative",1
"201801184464","Woman",1,0,"Sometimes","18-29","Some College","Asian","Some","Liberal",2
"201801184535","Man",0,0,"Sometimes","50-64","College Grad+","Asian","Some","Moderate",1
"201801184669","Man",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"201801184699","Woman",0,0,"Rarely","65+","College Grad+","White","Not too much","Moderate",2
"201801184820","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"201801184905","Man",1,1,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201801184981","Woman",1,1,"Sometimes","50-64","Some College","White","Some","Conservative",1
"201801185024","Man",1,0,"Often","65+","Some College","White","Some","Moderate",1
"201801185053","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Liberal",1
"201801185067","Man",0,0,"Never","65+","College Grad+","White","Not too much","Very Liberal",1
"201801185073","Man",0,1,"Sometimes","30-49","Some College","Hispanic","Some","Liberal",2
"201801185258","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Liberal",2
"201801185286","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",1
"201801185490","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Very Conservative",2
"201801185623","Woman",1,0,"Sometimes","18-29","College Grad+","White","Not too much","Moderate",2
"201801185744","Man",0,0,"Sometimes","65+","College Grad+","White","Not too much","Liberal",1
"201801185751","Man",0,0,"Never","30-49","College Grad+","White","Not too much","Liberal",1
"201801185791","Man",0,0,"Never","50-64","Some College","White","Not at all","Moderate",1
"201801186033","Man",1,1,"Rarely","65+","Some College","White","Some","Very Liberal",2
"201801186066","Woman",1,0,"Sometimes","50-64","HS Grad or Less","White","Not too much","Conservative",1
"201801186090","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",2
"201801186113","Man",0,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",1
"201801186171","Man",0,1,"Never","65+","Some College","White","Not at all","Moderate",1
"201801186237","Woman",1,1,"Rarely","50-64","College Grad+","White","Not too much","Conservative",2
"201801186483","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",2
"201801186501","Woman",1,0,"Never","65+","HS Grad or Less","White","Not too much","Very Conservative",1
"201801186581","Woman",0,1,"Sometimes","18-29","College Grad+","Other","Some","Very Liberal",2
"201801186612","Woman",1,0,"Never","50-64","Some College","White","Not at all","Liberal",1
"201801186674","Woman",1,0,"Often","30-49","College Grad+","White","A lot","Very Liberal",2
"201801186684","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",1
"201801186698","Man",0,0,"Sometimes","30-49","College Grad+","Asian","Not at all","Moderate",1
"201801186710","Woman",1,1,"Rarely","50-64","Some College","White","Not too much","Very Liberal",1
"201801186813","Man",1,0,"Rarely","30-49","College Grad+","Asian","Not too much","Conservative",2
"201801186893","Man",1,0,"Rarely","50-64","HS Grad or Less","White","Not too much","Liberal",2
"201801186905","Woman",1,1,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"201801186909","Woman",1,0,"Rarely","65+","College Grad+","White","Not at all","Liberal",1
"201801186948","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",2
"201801186968","Woman",0,1,"Sometimes","30-49","College Grad+","White","Not too much","Very Liberal",2
"201801187027","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Moderate",1
"201801187085","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",2
"201801187211","Woman",1,0,"Never","65+","Some College","Other","Not at all","Moderate",1
"201801187212","Man",1,0,"Sometimes","30-49","College Grad+","Other","Not too much","Liberal",1
"201801187243","Man",1,0,"Often","30-49","Some College","White","Some","Liberal",1
"201801187298","Man",0,1,"Often","30-49","College Grad+","White","A lot","Very Liberal",1
"201801187463","Woman",1,0,"Rarely","30-49","HS Grad or Less","White","Not too much","Moderate",2
"201801187568","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Very Conservative",2
"201801187605","Woman",0,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",2
"201801187765","Woman",1,0,"Never","65+","Some College","White","Some","Moderate",1
"201801187792","Man",1,0,"Often","30-49","College Grad+","Other","Not too much","Moderate",1
"201801187890","Man",1,1,"Sometimes","50-64","Some College","White","Some","Moderate",2
"201801187943","Man",1,0,"Sometimes","18-29","HS Grad or Less","White","Not too much","Moderate",1
"201801188193","Man",0,0,"Rarely","18-29","College Grad+","Hispanic","Not too much","Very Conservative",2
"201801188249","Man",0,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",2
"201801188328","Woman",1,1,"Often","50-64","College Grad+","White","Some","Liberal",1
"201801188335","Woman",1,0,"Often","65+","Some College","White","Not too much","Liberal",2
"201801188378","Woman",0,0,"Rarely","65+","College Grad+","White","Not too much","Moderate",2
"201801188386","Man",1,1,"Never","30-49","Some College","White","Not at all","Conservative",2
"201801188585","Woman",0,0,"Never","65+","College Grad+","White","Not too much","Liberal",1
"201801188605","Man",0,0,"Never","50-64","Some College","White","Not at all","Conservative",2
"201801188616","Woman",1,1,"Sometimes","30-49","College Grad+","White","Some","Very Liberal",1
"201801188651","Woman",1,0,"Rarely","50-64","Some College","White","Not too much","Moderate",2
"201801188708","Man",1,0,"Never","65+","Some College","White","Not too much","Conservative",2
"201801188973","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",2
"201801189083","Woman",1,0,"Sometimes","65+","Some College","White","Some","Liberal",1
"201801189088","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"201801189132","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",2
"201801189171","Man",0,0,"Never","30-49","College Grad+","White","Not too much","Conservative",2
"201801189182","Man",0,1,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"201801189221","Man",0,0,"Never","30-49","Some College","White","Not at all","Very Conservative",2
"201901000161","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"201901000190","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Some","Moderate",1
"201901000224","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not too much","Liberal",1
"201901000325","Man",0,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"201901000446","Woman",1,1,"Sometimes","18-29","Some College","Black","Some","Very Liberal",2
"201901000489","Woman",0,0,"Often","65+","College Grad+","White","Not too much","Liberal",1
"201901000492","Man",0,0,"Rarely","18-29","College Grad+","White","Not too much","Conservative",2
"201901000504","Woman",0,0,"Sometimes","50-64","College Grad+","White","Some","Liberal",2
"201901000626","Man",1,0,"Never","65+","Some College","Hispanic","Not too much","Moderate",1
"201901000637","Man",1,1,"Sometimes","50-64","HS Grad or Less","Other","Not too much","Conservative",1
"201901000650","Woman",1,1,"Never","65+","Some College","White","Not too much","Liberal",1
"201901000659","Woman",1,0,"Rarely","30-49","College Grad+","Other","Not too much","Moderate",2
"201901000763","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Not too much","Moderate",2
"201901000788","Man",1,0,"Sometimes","65+","Some College","Hispanic","Not too much","Moderate",2
"201901000797","Man",1,0,"Never","50-64","Some College","Hispanic","Not at all","Liberal",1
"201901000846","Woman",1,0,"Sometimes","30-49","Some College","White","Some","Very Liberal",2
"201901000848","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Some","Conservative",1
"201901000874","Man",0,0,"Sometimes","30-49","College Grad+","White","Not at all","Moderate",2
"201901000887","Man",0,1,"Often","30-49","College Grad+","White","A lot","Conservative",2
"201901000906","Woman",1,0,"Sometimes","65+","College Grad+","White","Not too much","Moderate",1
"201901000916","Woman",0,1,"Rarely","18-29","College Grad+","White","Not too much","Very Liberal",1
"201901000968","Woman",1,0,"Rarely","30-49","College Grad+","Hispanic","Not too much","Moderate",1
"201901001026","Woman",1,0,"Sometimes","30-49","Some College","White","Some","Moderate",1
"201901001145","Man",0,0,"Often","30-49","College Grad+","Other","Some","Liberal",2
"201901001205","Woman",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",2
"201901001323","Man",0,0,"Never","65+","College Grad+","White","Not too much","Moderate",2
"201901001394","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Not too much","Very Liberal",1
"201901001408","Man",0,0,"Rarely","30-49","College Grad+","Hispanic","Some","Very Conservative",1
"201901001466","Man",NA,NA,"Sometimes","65+","HS Grad or Less","Other","Not too much","Conservative",2
"201901001467","Man",0,1,"Rarely","50-64","College Grad+","White","Not too much","Conservative",2
"201901001471","Man",1,0,"Sometimes","18-29","HS Grad or Less","White","Not too much","Moderate",2
"201901001483","Woman",1,NA,"Rarely","50-64","HS Grad or Less","Black","Not too much","Conservative",1
"201901001553","Man",1,0,"Rarely","65+","College Grad+","White","Not at all","Conservative",2
"201901001554","Woman",1,0,"Sometimes","18-29","College Grad+","Black","Some","Moderate",2
"201901001609","Woman",1,0,"Never","65+","Some College","White","Not at all","Moderate",2
"201901001744","Woman",1,0,"Rarely","30-49","College Grad+","Asian","Some","Moderate",1
"201901001877","Woman",1,0,"Sometimes","18-29","College Grad+","Asian","Not too much","Very Liberal",1
"201901001892","Woman",1,0,"Sometimes","30-49","Some College","White","Not too much","Conservative",2
"201901001915","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Liberal",2
"201901001916","Man",1,1,"Rarely","50-64","Some College","Black","Not too much","Liberal",1
"201901002003","Man",0,0,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",2
"201901002008","Woman",1,0,"Rarely","30-49","College Grad+","White","Not at all","Moderate",2
"201901002033","Man",1,0,"Never","65+","College Grad+","Other","Not at all","Moderate",2
"201901002096","Woman",1,0,"Sometimes","50-64","Some College","Black","Some","Moderate",1
"201901002102","Man",1,0,"Rarely","30-49","HS Grad or Less","Asian","Not too much","Liberal",1
"201901002170","Man",0,0,"Rarely","30-49","College Grad+","White","Not too much","Very Conservative",2
"201901002281","Man",1,1,"Often","30-49","College Grad+","Black","Not too much","Liberal",2
"201901002357","Man",1,1,"Sometimes","65+","Some College","White","Not at all","Conservative",2
"201901002437","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201901002492","Woman",1,1,"Sometimes","50-64","College Grad+","White","Not too much","Moderate",1
"201901002529","Woman",1,0,"Sometimes","65+","Some College","White","Some","Conservative",2
"201901002570","Man",0,0,"Rarely","30-49","College Grad+","Asian","Not too much","Conservative",1
"201901002614","Woman",1,0,"Rarely","30-49","Some College","Black","Not too much","Moderate",1
"201901002689","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"201901002714","Man",0,0,"Sometimes","65+","College Grad+","Asian","Not too much","Moderate",2
"201901002715","Woman",1,0,"Rarely","30-49","College Grad+","White","Not at all","Moderate",1
"201901002747","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
