"qkey","cancul1","crimsent","weight_w92","education","division","ideology","gender","race"
201801115108,"Punish","About the right amount",2.3610183612789,"High School Graduate","South Atlantic","Very Conservative","Man","White"
201801115241,"Accountable","About the right amount",0.525797199661035,"Associate's Degree","South Atlantic","Moderate","Woman","White"
201801115299,"Accountable","Too little time",0.690056050128562,"Some College","South Atlantic","Conservative","Man","White"
201801115315,"Punish","Too much time",0.704193629693801,"Postgraduate","West North Central","Liberal","Man","Hispanic"
201801115317,"Punish","About the right amount",2.86045266897358,"Some College","South Atlantic","Moderate","Woman","Asian"
201801115494,"Punish","About the right amount",0.421930919675496,"College graduate","South Atlantic","Very Conservative","Man","White"
201801115525,"Punish","Too little time",0.319667607521929,"College graduate","South Atlantic","Moderate","Man","White"
201801115588,"Accountable","About the right amount",0.683048642026158,"College graduate","South Atlantic","Moderate","Woman","White"
201801115757,"Punish","Too little time",2.178134962252,"Postgraduate","East South Central","Conservative","Woman","White"
201801115836,"Punish","About the right amount",0.479377710165918,"Postgraduate","East South Central","Conservative","Man","White"
201801115862,"Punish","Too much time",0.702923886115764,"Some College","East South Central","Moderate","Man","White"
201801115912,"Accountable","About the right amount",0.467548592884681,"Associate's Degree","East South Central","Moderate","Woman","White"
201801115919,"Accountable","About the right amount",0.383934660182499,"College graduate","East South Central","Very Liberal","Woman","White"
201801115933,"Accountable","Too little time",0.634426057150302,"Associate's Degree","East South Central","Moderate","Woman","White"
201801116103,"Accountable","Too much time",0.301844749448582,"College graduate","East South Central","Very Liberal","Woman","White"
201801116153,"Punish","Too little time",0.47563128162289,"College graduate","East South Central","Conservative","Man","White"
201801116156,"Accountable","Too much time",0.394502566965045,"College graduate","East South Central","Liberal","Man","Black"
201801116259,"Accountable","Too much time",2.79114924907576,"Associate's Degree","East South Central","Moderate","Woman","Black"
201801116416,"Accountable","Too much time",0.67765055951028,"Associate's Degree","East South Central","Liberal","Woman","Other"
201801116438,"Punish","Too little time",1.2919796378887,"College graduate","East South Central","Conservative","Woman","White"
201801116493,"Punish","About the right amount",0.473291317507699,"College graduate","East South Central","Conservative","Man","White"
201801116515,"Accountable","Too much time",6.47252333800688,"High School Graduate","East South Central","Liberal","Woman","Black"
201801116548,"Punish","About the right amount",0.66118868313742,"Postgraduate","East South Central","Conservative","Woman","White"
201801116570,"Punish","About the right amount",0.779290252435761,"Postgraduate","East South Central","Moderate","Man","White"
201801116588,"Accountable","About the right amount",2.97890904557115,"High School Graduate","East South Central","Very Conservative","Man","White"
201801116673,"Punish","Too little time",0.75609848664227,"Some College","East South Central","Moderate","Woman","White"
201801116733,"Punish","About the right amount",0.317901107159844,"Postgraduate","East South Central","Conservative","Woman","White"
201801116774,"Accountable","Too little time",0.548782502700163,"Postgraduate","East South Central","Conservative","Woman","White"
201801116917,"Punish","About the right amount",0.54134304512792,"Postgraduate","East South Central","Very Liberal","Woman","Black"
201801116935,"Punish","About the right amount",0.543381042218968,"College graduate","Mountain","Moderate","Woman","White"
201801116953,"Accountable","About the right amount",0.503361356970768,"Some College","East South Central","Conservative","Woman","White"
201801116962,"Punish","Too much time",0.759017480059039,"Postgraduate","East South Central","Moderate","Woman","Black"
201801116995,"Punish","About the right amount",0.208720822165968,"Some College","East South Central","Conservative","Man","White"
201801117002,"Accountable","Too much time",2.57259010078399,"Some College","East South Central","Moderate","Woman","White"
201801117071,"Accountable","Too little time",1.26685227783638,"Associate's Degree","East South Central","Conservative","Woman","White"
201801117121,"Punish","Too little time",0.863374594996373,"High School Graduate","East South Central","Conservative","Woman","White"
201801117136,"Accountable","Too much time",0.524496270362763,"Postgraduate","East South Central","Very Liberal","Man","White"
201801117181,"Punish","Too little time",0.542519717104846,"Some College","East South Central","Moderate","Woman","White"
201801117241,"Accountable","Too little time",1.12315250546606,"High School Graduate","East South Central","Conservative","Woman","White"
201801117280,"Accountable","About the right amount",0.904985025603161,"High School Graduate","East South Central","Moderate","Woman","White"
201801117373,"Punish","Too little time",0.8567054625533,"College graduate","East South Central","Conservative","Man","Hispanic"
201801117443,"Accountable","Too little time",1.01173178029155,"College graduate","East South Central","Conservative","Man","White"
201801117520,"Accountable","Too much time",0.593717404989838,"College graduate","South Atlantic","Liberal","Woman","Black"
201801117536,"Accountable","About the right amount",7.07741150187296,"Less Than High School","East South Central","Moderate","Woman","Black"
201801117554,"Accountable","Too little time",0.597255816442081,"Some College","East South Central","Very Conservative","Man","White"
201801117555,"Accountable","Too little time",0.453404853188255,"Postgraduate","East South Central","Conservative","Woman","White"
201801117672,"Accountable","Too much time",0.519032271163325,"Postgraduate","East South Central","Conservative","Man","White"
201801117754,"Accountable","Too much time",0.316470530824466,"Postgraduate","East South Central","Liberal","Man","White"
201801117780,"Accountable","Too little time",0.596020995704075,"College graduate","East South Central","Conservative","Other","White"
201801117801,"Accountable","Too little time",0.571865578439004,"College graduate","East South Central","Moderate","Woman","White"
201801117927,"Accountable","About the right amount",0.648549346587863,"Some College","East South Central","Moderate","Woman","White"
201801118083,"Accountable","About the right amount",0.849444424529882,"Some College","East South Central","Moderate","Woman","White"
201801118097,"Accountable","About the right amount",0.599210457305736,"Associate's Degree","East South Central","Moderate","Woman","White"
201801118212,"Accountable","Too much time",2.21094043437038,"College graduate","East South Central","Conservative","Woman","White"
201801118242,"Accountable","About the right amount",0.923217160705913,"Some College","East South Central","Liberal","Woman","White"
201801118301,"Accountable","About the right amount",0.262987258817457,"College graduate","East South Central","Moderate","Woman","White"
201801118302,"Accountable","Too much time",0.224043312563283,"Postgraduate","East South Central","Liberal","Woman","White"
201801118346,"Accountable","About the right amount",0.625623823733333,"Postgraduate","East South Central","Moderate","Man","White"
201801118406,"Punish","About the right amount",3.15616505769583,"High School Graduate","East South Central","Moderate","Man","White"
201801118420,"Accountable","Too much time",0.381444093948672,"Postgraduate","East South Central","Liberal","Woman","White"
201801118503,"Punish","Too much time",0.392287231606521,"Postgraduate","East South Central","Moderate","Woman","White"
201801118540,"Punish","Too little time",2.44167663975329,"College graduate","East South Central","Conservative","Woman","White"
201801118555,"Punish","Too little time",0.486991445852904,"Associate's Degree","East South Central","Conservative","Man","White"
201801118579,"Punish","Too little time",1.58924806943007,"High School Graduate","East South Central","Very Conservative","Man","White"
201801118611,"Punish","Too little time",0.597936048814946,"Some College","East South Central","Conservative","Woman","White"
201801118633,"Accountable","About the right amount",0.971366049541567,"Some College","East South Central","Moderate","Man","White"
201801118718,"Accountable","Too little time",8.0367089863816,"Some College","East South Central","Liberal","Woman","White"
201801118776,"Punish","About the right amount",0.466905173352984,"Postgraduate","East South Central","Conservative","Man","White"
201801118856,"Accountable","About the right amount",0.769212605597867,"College graduate","East South Central","Very Liberal","Man","Black"
201801119084,"Accountable","About the right amount",5.53711492785703,"Less Than High School","East South Central","Moderate","Man","White"
201801119088,"Punish","Too much time",0.613889452152561,"Some College","East South Central","Moderate","Woman","White"
201801119142,"Punish","About the right amount",0.581586409745247,"Postgraduate","East South Central","Very Conservative","Man","White"
201801119163,"Punish","About the right amount",0.650825254080679,"College graduate","East South Central","Conservative","Man","White"
201801119198,"Punish","Too little time",0.564272939210736,"College graduate","East South Central","Very Conservative","Man","White"
201801119202,"Accountable","Too much time",3.47149691174461,"Some College","East South Central","Moderate","Woman","White"
201801119222,"Punish","Too little time",0.362335818452805,"College graduate","East South Central","Conservative","Woman","White"
201801119283,"Accountable","Too little time",0.479110489875594,"Some College","East South Central","Conservative","Man","White"
