abany,year,class,courts,nateduc,region,born,racehisp,sex,degree,marital,wrkslf
No,2014,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Male,Lt high school,Married,Someone else
NA,2014,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,NA,Midwest,Yes,Other,Male,High school,Married,Self-employed
Yes,2014,Middle class,NA,NA,Midwest,Yes,White,Female,Graduate,Married,Someone else
NA,2014,Middle class,About right,NA,Midwest,Yes,White,Female,Graduate,Married,Someone else
No,2014,Working class,Too harsh,About right,Midwest,No,Hispanic,Female,High school,Married,NA
Yes,2014,Upper class,About right,Too little,Midwest,Yes,White,Male,Graduate,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Div/Sep,Someone else
NA,2014,Working class,Not harsh enough,NA,Midwest,Yes,Black,Female,High school,Div/Sep,Someone else
No,2014,Middle class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Div/Sep,Someone else
No,2014,Middle class,Too harsh,Too little,Midwest,Yes,Black,Male,Bachelor,Never Married,Self-employed
No,2014,Working class,Not harsh enough,About right,Midwest,Yes,Black,Female,High school,Never Married,Someone else
NA,2014,Middle class,Too harsh,Too little,Midwest,Yes,Black,Male,High school,Div/Sep,Someone else
Yes,2014,Working class,Not harsh enough,NA,Midwest,Yes,Black,Male,Lt high school,Never Married,Someone else
No,2014,Middle class,Not harsh enough,NA,Midwest,Yes,Black,Female,Lt high school,Never Married,Someone else
No,2014,Working class,About right,NA,Midwest,Yes,Black,Male,High school,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,NA,Midwest,Yes,Black,Female,High school,Married,Self-employed
Yes,2014,Middle class,About right,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Widowed,Someone else
NA,2014,Working class,About right,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Married,Someone else
No,2014,Middle class,NA,Too much,Midwest,Yes,White,Female,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2014,Upper class,Too harsh,NA,Midwest,Yes,White,Male,Bachelor,Married,Someone else
No,2014,Middle class,About right,NA,Midwest,Yes,White,Male,Graduate,Married,Someone else
Yes,2014,Middle class,Too harsh,NA,Midwest,Yes,White,Male,Bachelor,Married,Someone else
NA,2014,Working class,About right,NA,Midwest,Yes,White,Female,Bachelor,Never Married,NA
No,2014,Working class,Not harsh enough,NA,Midwest,Yes,Hispanic,Male,Lt high school,Never Married,Someone else
NA,2014,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,Lt high school,Married,Someone else
Yes,2014,Lower class,Too harsh,NA,Midwest,Yes,Black,Female,Junior college,Never Married,Someone else
No,2014,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Married,Someone else
No,2014,Lower class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
NA,2014,Working class,Too harsh,Too little,Midwest,Yes,Black,Female,Junior college,Never Married,Someone else
No,2014,Working class,Not harsh enough,Too much,Midwest,Yes,White,Male,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,About right,Midwest,Yes,Black,Male,High school,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
Yes,2014,Middle class,Too harsh,Too little,Midwest,Yes,Black,Male,High school,Never Married,Someone else
Yes,2014,Working class,Too harsh,Too little,Midwest,Yes,White,Female,High school,Never Married,Someone else
NA,2014,Working class,Too harsh,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
No,2014,Middle class,Not harsh enough,About right,Midwest,Yes,Hispanic,Male,High school,Div/Sep,Someone else
No,2014,Working class,About right,NA,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2014,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,Junior college,Never Married,Someone else
NA,2014,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,Lt high school,Widowed,Someone else
Yes,2014,Working class,Not harsh enough,Too little,Midwest,Yes,White,Female,Lt high school,Div/Sep,Someone else
Yes,2014,Working class,About right,NA,Midwest,Yes,White,Female,Junior college,Never Married,Someone else
NA,2014,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Never Married,NA
No,2014,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
No,2014,Lower class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
Yes,2014,Working class,Not harsh enough,About right,West,Yes,White,Male,Bachelor,Married,Someone else
Yes,2014,Working class,Not harsh enough,Too little,West,Yes,White,Male,High school,Never Married,Someone else
Yes,2014,Lower class,Too harsh,NA,West,Yes,Black,Female,High school,Never Married,Someone else
No,2014,Working class,About right,Too little,West,No,Hispanic,Male,Lt high school,Never Married,Someone else
NA,2014,Middle class,Not harsh enough,Too little,West,Yes,White,Male,Graduate,Married,Someone else
Yes,2014,Working class,About right,NA,West,Yes,Black,Female,Junior college,Never Married,Someone else
Yes,2014,Middle class,About right,NA,West,Yes,White,Female,High school,Married,Self-employed
NA,2014,Middle class,Not harsh enough,NA,West,Yes,White,Female,Bachelor,Married,Someone else
Yes,2014,Working class,About right,NA,West,Yes,White,Female,Bachelor,Never Married,Someone else
Yes,2014,Middle class,Not harsh enough,Too little,West,Yes,White,Female,High school,Married,Someone else
Yes,2014,Middle class,NA,Too little,West,Yes,White,Male,Junior college,Married,Self-employed
NA,2014,Middle class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
Yes,2014,Upper class,Too harsh,Too much,West,Yes,White,Male,Graduate,Div/Sep,Self-employed
Yes,2014,Middle class,Not harsh enough,NA,West,Yes,White,Female,Bachelor,Married,Someone else
No,2014,Upper class,About right,NA,West,Yes,Other,Female,Graduate,Married,Someone else
No,2014,Working class,NA,Too little,West,No,Other,Female,Junior college,Married,Someone else
Yes,2014,Middle class,Too harsh,NA,West,Yes,White,Female,Bachelor,Married,Someone else
Yes,2014,Middle class,About right,Too little,West,No,White,Female,Graduate,Married,Someone else
NA,2014,Working class,Not harsh enough,Too little,West,Yes,White,Female,Junior college,Div/Sep,Someone else
Yes,2014,Lower class,Not harsh enough,Too little,West,Yes,White,Male,High school,Married,Someone else
No,2014,Middle class,Not harsh enough,Too little,West,Yes,White,Female,Junior college,Married,Someone else
Yes,2014,Working class,Too harsh,Too little,West,Yes,White,Male,Lt high school,Never Married,Someone else
NA,2014,Working class,Not harsh enough,NA,West,Yes,White,Female,Lt high school,Widowed,Someone else
Yes,2014,Middle class,About right,About right,West,Yes,White,Male,Bachelor,Div/Sep,Someone else
NA,2014,Working class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
Yes,2014,Lower class,Not harsh enough,Too little,West,Yes,White,Female,Lt high school,Div/Sep,NA
NA,2014,NA,About right,Too little,West,Yes,White,Female,High school,Never Married,Self-employed
Yes,2014,Middle class,Not harsh enough,NA,West,Yes,Black,Female,High school,Never Married,Someone else
NA,2014,Working class,Not harsh enough,NA,West,Yes,Hispanic,Female,Junior college,Never Married,Someone else
Yes,2014,Middle class,Not harsh enough,Too little,West,Yes,White,Female,Bachelor,Married,Someone else
NA,2014,Middle class,About right,NA,West,Yes,White,Female,Bachelor,Never Married,Someone else
Yes,2014,Middle class,Not harsh enough,NA,West,Yes,White,Female,Graduate,Never Married,Someone else
Yes,2014,Working class,About right,Too little,West,Yes,White,Female,Graduate,Never Married,Someone else
NA,2014,Working class,Not harsh enough,NA,West,Yes,White,Male,Junior college,Married,Someone else
NA,2014,Lower class,Not harsh enough,NA,West,Yes,White,Male,High school,Widowed,Someone else
NA,2014,Middle class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
NA,2014,Lower class,Too harsh,NA,West,Yes,White,Female,High school,Div/Sep,Someone else
NA,2014,Working class,Not harsh enough,Too little,West,Yes,White,Male,Bachelor,Married,Someone else
NA,2014,Working class,Not harsh enough,NA,West,No,Hispanic,Female,High school,Div/Sep,Someone else
No,2014,Lower class,Not harsh enough,NA,West,Yes,Hispanic,Female,Lt high school,Married,Self-employed
Yes,2014,Working class,Too harsh,Too little,West,Yes,White,Male,High school,Married,Self-employed
Yes,2014,Middle class,About right,NA,West,Yes,White,Male,Graduate,Married,Someone else
NA,2014,Middle class,Not harsh enough,Too little,West,Yes,White,Female,High school,Never Married,Someone else
Yes,2014,Middle class,About right,NA,West,Yes,White,Male,Bachelor,Div/Sep,Someone else
NA,2014,Working class,About right,NA,West,Yes,White,Male,High school,Married,Someone else
No,2014,Middle class,Not harsh enough,NA,West,Yes,Hispanic,Female,Lt high school,Married,Someone else
NA,2014,Working class,About right,NA,West,No,White,Female,Bachelor,Married,Someone else
Yes,2014,Middle class,Too harsh,NA,West,Yes,White,Male,High school,Div/Sep,Someone else
No,2014,Working class,About right,NA,West,Yes,Black,Female,High school,Married,Someone else
No,2014,Working class,About right,NA,West,Yes,White,Male,Graduate,Married,Someone else
Yes,2014,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Female,Lt high school,Div/Sep,Self-employed
No,2014,Working class,Not harsh enough,Too little,West,Yes,White,Female,High school,Never Married,Someone else
NA,2014,Middle class,Not harsh enough,Too little,West,Yes,White,Female,Graduate,Married,Someone else
NA,2014,Lower class,Too harsh,Too little,West,Yes,Hispanic,Female,High school,Never Married,Someone else
No,2014,Middle class,Not harsh enough,NA,West,Yes,Hispanic,Male,Lt high school,Div/Sep,Someone else
No,2014,NA,About right,NA,West,Yes,White,Female,Lt high school,Married,Someone else
NA,2014,Lower class,Not harsh enough,Too little,West,Yes,Black,Female,Junior college,Never Married,Someone else
Yes,2014,Lower class,Not harsh enough,NA,West,Yes,White,Female,Lt high school,Div/Sep,Someone else
No,2014,Middle class,About right,NA,West,Yes,White,Female,Bachelor,Never Married,Someone else
NA,2014,Working class,Too harsh,Too little,West,Yes,Hispanic,Female,High school,Married,Someone else
Yes,2014,Middle class,Not harsh enough,NA,West,Yes,White,Female,High school,Never Married,Self-employed
No,2014,Middle class,Too harsh,NA,West,Yes,White,Male,Graduate,Married,Someone else
Yes,2014,Working class,About right,NA,West,Yes,White,Male,High school,Never Married,Someone else
NA,2014,Lower class,About right,Too little,West,Yes,Black,Male,High school,Never Married,Someone else
NA,2014,Upper class,Too harsh,NA,West,Yes,White,Male,Bachelor,Married,Someone else
Yes,2014,Middle class,NA,NA,West,Yes,White,Male,High school,Never Married,Someone else
NA,2014,Working class,Not harsh enough,NA,West,Yes,White,Female,Bachelor,Married,Someone else
NA,2014,Working class,About right,NA,West,Yes,White,Female,Bachelor,Never Married,Someone else
Yes,2014,Middle class,Too harsh,Too little,West,Yes,Black,Female,Bachelor,Never Married,Someone else
NA,2014,Working class,Not harsh enough,NA,West,Yes,Hispanic,Male,High school,Never Married,Someone else
NA,2014,Working class,Not harsh enough,NA,West,No,Black,Male,High school,Married,Someone else
Yes,2014,Lower class,About right,Too little,West,Yes,White,Female,High school,Never Married,Someone else
NA,2014,Working class,About right,NA,West,Yes,White,Female,Bachelor,Never Married,Someone else
NA,2014,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Female,High school,Div/Sep,Someone else
No,2014,Working class,Not harsh enough,Too little,West,No,Black,Male,High school,Married,Someone else
Yes,2014,Lower class,Too harsh,Too little,West,Yes,White,Female,Bachelor,Never Married,Someone else
No,2014,Middle class,Not harsh enough,NA,West,Yes,White,Female,High school,Div/Sep,Someone else
No,2014,Working class,Not harsh enough,NA,West,Yes,Hispanic,Male,High school,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,NA,West,Yes,Other,Female,High school,Never Married,Someone else
NA,2014,Working class,Not harsh enough,Too little,West,Yes,Other,Male,High school,Never Married,NA
No,2014,Middle class,Not harsh enough,Too little,West,Yes,Other,Female,High school,Div/Sep,Someone else
Yes,2014,Working class,About right,Too little,West,Yes,Hispanic,Male,Lt high school,Never Married,Someone else
Yes,2014,Lower class,Not harsh enough,Too little,West,Yes,Hispanic,Female,Bachelor,Never Married,Someone else
Yes,2014,Working class,Not harsh enough,NA,West,Yes,Other,Female,Lt high school,Never Married,Self-employed
No,2014,Working class,Not harsh enough,NA,West,Yes,Hispanic,Male,High school,Never Married,Someone else
Yes,2014,Lower class,NA,About right,Midwest,No,Black,Male,Lt high school,Never Married,Someone else
NA,2014,Lower class,Too harsh,NA,Midwest,Yes,Black,Female,Lt high school,Never Married,Self-employed
NA,2014,Middle class,Not harsh enough,Too little,Midwest,Yes,Black,Male,Junior college,Div/Sep,Self-employed
NA,2014,Working class,Not harsh enough,NA,Midwest,Yes,Black,Female,High school,Div/Sep,Someone else
NA,2014,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,Graduate,Married,Someone else
No,2014,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,Bachelor,Married,Someone else
NA,2014,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
NA,2014,Middle class,About right,Too much,Midwest,Yes,White,Male,Bachelor,Married,Someone else
NA,2014,Middle class,Not harsh enough,Too little,Midwest,No,White,Male,Bachelor,Married,Someone else
Yes,2014,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Married,Someone else
No,2014,Middle class,Not harsh enough,NA,Midwest,No,Other,Female,Lt high school,Married,Someone else
No,2014,Working class,Not harsh enough,NA,Midwest,No,Hispanic,Female,Bachelor,Married,Self-employed
NA,2014,Middle class,NA,Too little,Midwest,Yes,White,Female,High school,Widowed,Someone else
NA,2014,Middle class,Too harsh,NA,Midwest,Yes,White,Male,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,Bachelor,Never Married,Someone else
Yes,2014,Working class,About right,NA,Midwest,Yes,White,Male,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2014,Middle class,About right,NA,West,Yes,White,Male,High school,Never Married,Someone else
No,2014,Working class,About right,NA,West,Yes,White,Female,High school,Never Married,Someone else
Yes,2014,Middle class,About right,Too little,West,Yes,White,Male,Bachelor,Married,Someone else
Yes,2014,Middle class,About right,Too little,West,Yes,White,Male,High school,Married,Someone else
NA,2014,Middle class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
No,2014,Working class,Too harsh,NA,West,No,Hispanic,Female,Lt high school,Married,NA
